Covaldea_	Covaldea_i	Codigo	Nombre	Latitude	Longitude	X_coord	Y_coord	Muni_cov	Setaccu	Codemun	Ald88num	Ald74off	Ald74name	Depto74	Codemun74
1626	1056	51030	Las Delicias	14.87793856	-87.85842526	407665.5	1647245	510	3	510	51030	51028	LAS DELICIAS	5	510
1627	638	31105	La Hoya de La Puerta	14.87781197	-87.45306693	451268.3	1647231	311	3	311	31105	31109	OLLA DE LA PUERTA	3	311
1628	1064	51003	Agua Azul Rancho	14.87738701	-87.947161	398119.7	1647184	510	3	510	51003	51002	AGUA AZUL RANCHO	5	510
1629	781	40804	El Prado de La Cruz	14.87679929	-88.86331865	299545.6	1647119	408	3	408	40804	40803	EL PRADO DE LA CRUZ	4	408
1630	3284	160103	Cerro Grande	14.87663653	-88.19557647	371395	1647101	1601	3	1601	160103	160102	CERRO GRANDE	16	1601
1631	768	42301	Veracruz	14.87627486	-88.78305124	308183.3	1647061	423	3	423	42301	42300	VERACRUZ	4	423
1632	728	40312	Vertientes	14.87623869	-88.8766793	298107.2	1647057	403	3	403	40312	40308	VERTIENTE	4	403
1633	3504	162207	El Resumidero	14.87594936	-88.4130581	347995.9	1647025	1622	3	1622	162207	162205	EL RESUMIDERO	16	1622
1634	3482	160203	Candelaria	14.87581373	-88.36275015	353408.6	1647010	1602	3	1602	160203	160201	CANDELARIA	16	1602
1635	3082	150315	Siguate	14.87566002	-85.79068814	630083.3	1646993	1503	3	1503	150315	150313	SIGUATE	15	1503
1636	639	31111	Santa Cruz	14.87526218	-87.38805863	458260.2	1646949	311	3	311	31111	31114	SANTA CRUZ	3	311
1637	775	40708	San Antonio	14.87508134	-88.81220237	305045.1	1646929	407	3	407	40708	40707	SAN ANTONIO	4	407
1638	2943	150903	La Carta	14.87478296	-86.26113419	579474.7	1646896	1509	3	1509	150903	150902	LA CARTA	15	1509
1639	2905	150603	El Salitre	14.8734086	-86.68294044	534103.3	1646744	1506	3	1506	150603	150603	EL SALITRE	15	1506
1640	3303	131326	Loma Alta	14.8731916	-88.60595508	327238.1	1646720	1313	3	1313	131326	131317	LOMA ALTA	13	1313
1642	649	32001	Las Lajas	14.87285705	-87.57912108	437708.1	1646683	320	3	320	32001	31204	LAS LAJAS	3	312
1643	3481	162401	San Vicente Centenario	14.87017163	-88.28510741	361758.6	1646386	1624	3	1624	162401	162400	SANTA RITA	16	1624
1644	3283	160111	Las Crucitas	14.86956583	-88.20712708	370148.1	1646319	1601	3	1601	160111	160112	LAS CRUCITAS	16	1601
1646	848	40435	Llanetillos	14.86924032	-89.15083782	268591.9	1646283	404	3	404	40435	40429	LLANETILLOS	4	404
1647	3308	131316	La Jagua	14.86919511	-88.54915935	333346.5	1646278	1313	3	1313	131316	131311	JAGUA	13	1313
1648	834	42121	Los Planes de La Brea	14.86820051	-89.10495448	273529.8	1646168	421	3	421	42121	42120	LOS PLANES DE LA BRE	4	421
1649	2006	180903	El Jaral	14.86736867	-87.22619953	475669.1	1646076	1809	3	1809	180903	180902	EL JARAL	18	1809
1651	852	40423	El Quebracho	14.86624748	-89.16915532	266616.9	1645952	404	3	404	40423	40418	EL QUEBRACHO	4	404
1652	767	42302	Agua Caliente	14.86614802	-88.80123216	306217.7	1645941	423	3	423	42302	42301	AGUA CALIENTE	4	423
1653	3510	162203	Choloma	14.86591293	-88.4038049	348984.5	1645915	1622	3	1622	162203	162202	CHOLOMA	16	1622
1654	2907	150608	Yupite	14.86587676	-86.74472575	527458.5	1645911	1506	3	1506	150608	150609	YUPITE	15	1506
1655	2014	81103	El Panal	14.86572305	-87.152316	483616.2	1645894	811	3	811	81103	81103	EL PANAL	8	811
1656	835	42125	Plan Grande	14.86556934	-89.09121682	275005.8	1645877	421	3	421	42125	42124	PLAN GRANDE	4	421
1657	777	40704	El Camalote	14.86491833	-88.83085696	303028.3	1645805	407	3	407	40704	40702	CAMALOTE	4	407
1658	2906	150607	Rio Tabaco	14.86490025	-86.70864584	531339.6	1645803	1506	3	1506	150607	150608	RIO TABACO	15	1506
1660	1059	51025	La Guama	14.86460187	-87.93698622	399208.3	1645770	510	3	510	51025	51023	LA GUAMA	5	510
1661	836	42107	El Mirador	14.86383331	-89.00670386	284100.9	1645685	421	3	421	42107	42107	EL MIRADOR	4	421
1662	644	31505	Potreritos	14.86363439	-87.37606307	459548.3	1645663	315	3	315	31505	31504	POTRERITOS	3	315
1663	782	40805	El Zapote	14.86345355	-88.84741975	301244.4	1645643	408	3	408	40805	40804	EL ZAPOTE	4	408
1664	854	40414	El Cordoncillo	14.86298338	-89.21742169	261417.5	1645591	404	3	404	40414	40446	EL CORDONCILLO	4	404
1665	783	40802	Agua Buena	14.86297434	-88.85877073	300022.3	1645590	408	3	408	40802	40801	AGUA BUENA	4	408
1666	670	40306	Las Delicias	14.86276637	-88.92996542	292359.5	1645567	403	3	403	40306	40303	LAS DELICIAS	4	403
1667	3269	162704	El Sauce	14.86188028	-88.04462939	387626.4	1645469	1627	3	1627	162704	162308	EL SAUCE	16	1623
1669	3282	160105	El Moguete	14.86153669	-88.23484638	367160.9	1645431	1601	3	1601	160105	160106	EL MOQUETE	16	1601
1670	822	42130	Tierra Fria No.1	14.86071388	-89.10355251	273672.9	1645340	421	3	421	42130	42129	TIERRA FRIA NO. 1	4	421
1672	3307	131310	El Carmen	14.85927623	-88.61056714	326730.7	1645181	1313	3	1313	131310	131307	EL CARMEN	13	1313
1673	3318	40120	Quezailica	14.85922198	-88.72694566	314206.4	1645175	401	3	401	40120	40114	QUEZAILICA	4	401
1674	3485	160210	Los Planes	14.85913156	-88.34309885	355511.8	1645165	1602	3	1602	160210	160208	LOS PLANES	16	1602
1675	2821	150905	Trinidad	14.85834492	-86.31309069	573891.4	1645078	1509	3	1509	150905	150903	TRINIDAD	15	1509
1676	2806	150307	La Colonia Agricola	14.85808271	-85.84569969	624175	1645049	1503	3	1503	150307	150306	LA COLONIA	15	1503
1677	778	40701	Dolores	14.85804654	-88.81641502	304576.4	1645045	407	3	407	40701	40700	DOLORES	4	407
1678	837	42106	El Jaral	14.85678972	-89.05823043	278547.5	1644906	421	3	421	42106	42106	EL JARAL	4	421
1679	2797	151910	Regadio	14.85674451	-86.20574159	585440.4	1644901	1519	3	1519	151910	151908	REGADILLO	15	1519
1680	3484	160208	El Tular	14.85634667	-88.35457315	354275.3	1644857	1602	3	1602	160208	160206	EL TULAR	16	1602
1682	1041	31016	Los Globos	14.85551482	-87.8165813	412157.6	1644765	310	3	310	31016	31011	LOS GLOBOS	3	310
1683	736	41402	Cerro Negro	14.85475531	-88.9303857	292306.6	1644681	414	3	414	41402	41401	CERRO NEGRO	4	414
1684	3089	151901	San Francisco de La Paz	14.85464681	-86.18318493	587867.9	1644669	1519	3	1519	151901	151900	SAN FCO.DE LA PAZ	15	1519
1685	738	42109	El Raizal	14.85451118	-88.97015524	288025.7	1644654	421	3	421	42109	42109	EL RAIZAL	4	421
1686	3483	160204	Caulotales	14.85440268	-88.37324643	352264.7	1644642	1602	3	1602	160204	160202	CAULOTALES	16	1602
1687	654	32003	Dulce Nombre	14.85379688	-87.6278103	432464.8	1644575	320	3	320	32003	31202	DLCE.NOMBRE O PUENTE	3	312
1688	842	42101	Santa Rita	14.85301928	-89.09613649	274463.2	1644489	421	3	421	42101	42100	SANTA RITA	4	421
1689	3306	131319	La Lima	14.85169013	-88.56858206	331242.9	1644342	1313	3	1313	131319	131314	LA LIMA	13	1313
1690	855	40424	El Salitron	14.85135558	-89.20720245	262504.9	1644305	404	3	404	40424	40419	EL SALITRON	4	404
1691	766	42304	San Antonio	14.85085828	-88.77323895	309216.9	1644250	423	3	423	42304	42303	SN ANTONIO	4	423
1692	3272	162701	Las Vegas	14.85084019	-88.07190371	384686.2	1644248	1627	3	1627	162701	162311	LAS VEGAS	16	1623
1693	734	40114	El Zapote	14.85074073	-88.89694861	295901.8	1644237	401	3	401	40114	40108	EL ZAPOTE	4	401
1695	2908	150606	Los Zapotes	14.85015301	-86.69558902	532746.3	1644172	1506	3	1506	150606	150607	LOS ZAPOTES	15	1506
1696	2909	150602	El Ocotal	14.8496738	-86.72420259	529668.3	1644119	1506	3	1506	150602	150601	EL OCOTAL	15	1506
1699	2015	81107	Las Casitas	14.84766651	-87.17076879	481629.8	1643897	811	3	811	81107	81106	LAS CASITAS	8	811
1700	3190	160305	San Jose de Buena Vista	14.84703358	-88.52326785	336115.8	1643827	1603	3	1603	160305	160303	SAN JOSE BUENA VISTA	16	1603
1701	656	31003	Agua Caliente	14.84660861	-87.72524362	421980.5	1643780	310	3	310	31003	31002	AGUA CALIENTE	3	310
1703	3265	160505	Santa Ana o Las Lomas	14.84267541	-88.18907532	372074.4	1643345	1605	3	1605	160505	160504	SANTA ANA O LA LOMA	16	1605
1705	1043	31006	El Buen Pastor	14.84166272	-87.78730095	415302.2	1643233	310	3	310	31006	31004	EL BUEN PASTOR	3	310
1707	2017	81105	La Esperanza o El Cacao	14.84097554	-87.05812412	493747.2	1643157	811	3	811	81105	81104	LA ESP. O EL CACAO	8	811
1708	3263	160704	La Vueltosa	14.84076758	-88.16318781	374858.8	1643134	1607	3	1607	160704	160803	LA VUELTOSA	16	1608
1709	1047	51036	Monte Verde	14.84062291	-87.95021546	397773.8	1643118	510	3	510	51036	51033	MONTE VERDE	5	510
1710	735	41404	Granadillal	14.84041495	-88.94676195	290530.1	1643095	414	3	414	41404	41404	GRANADILLAL	4	414
1711	726	40305	Candelaria	14.84027932	-88.86493491	299337.9	1643080	403	3	403	40305	40302	CANDELARIA	4	403
1712	3503	162206	El Porvenir	14.83974585	-88.42827881	346332.6	1643021	1622	3	1622	162206	162204	EL PORVENIR	16	1622
1713	840	42114	La Casita	14.83907675	-89.06796029	277482	1642947	421	3	421	42114	42114	LA CASITA	4	421
1714	2938	151507	Sabana Larga	14.83893209	-86.48330645	555585.5	1642931	1515	3	1515	151507	151504	SABANA LARGA	15	1515
1715	3084	150311	La Sosa	14.83876933	-85.78516985	630699.2	1642913	1503	3	1503	150311	150310	LA SOSA	15	1503
1717	727	40309	Plan Grande	14.83758485	-88.87520168	298230.3	1642782	403	3	403	40309	40305	PLAN GRANDE	4	403
1718	838	42124	Mirasol	14.83751251	-89.03238183	281310.5	1642774	421	3	421	42124	42123	MIRASOL	4	421
1719	2016	81111	Rio Abajo	14.83731359	-87.20196002	478273.4	1642752	811	3	811	81111	81110	RIO ABAJO DE SIALE	8	811
1720	3295	131305	Buenos Aires	14.83708755	-88.53737306	334590.3	1642727	1313	3	1313	131305	131303	BUENOS AIRES	13	1313
1721	3090	151907	El Pedregal	14.83692479	-86.15737296	590652.2	1642709	1519	3	1519	151907	151905	EL PEDREGAL	15	1519
1722	3261	160702	El Portillo del Aguaje	14.83645462	-88.10653078	380952.7	1642657	1607	3	1607	160702	160801	EL AGUAJE	16	1608
1723	3087	151911	San Agustin	14.83606582	-86.21844849	584081.4	1642614	1519	3	1519	151911	151909	SAN AGUSTIN	15	1519
1725	641	31108	Montecitos	14.83488134	-87.36951126	460247.8	1642483	311	3	311	31108	31108	MONTECITOS	3	311
1726	2855	151110	Monte Grande	14.83443829	-86.86726065	514280.1	1642434	1511	3	1511	151110	151108	MONTE GRANDE	15	1511
1727	850	40412	Corralito	14.83441116	-89.17634248	265808.9	1642431	404	3	404	40412	40445	CORRALITO	4	404
1728	3486	160211	Sorca	14.8340314	-88.34529473	355258.8	1642389	1602	3	1602	160211	160209	SORCA	16	1602
1729	3487	160209	Las Brisas de Oro	14.8339229	-88.37792961	351746.8	1642377	1602	3	1602	160209	160207	LAS BRISAS DE ORO	16	1602
1730	3299	131337	Plan del Ocotal	14.83347985	-88.62306801	325364.7	1642328	1313	3	1313	131337	131323	PLAN DEL OCOTAL	13	1313
1732	3490	160205	El Ocotal	14.83339847	-88.28680321	361552.7	1642319	1602	3	1602	160205	160203	EL OCOTAL	16	1602
1733	3270	162703	El Mochito o Mocho Arriba	14.83334422	-88.08171975	383620.7	1642313	1627	3	1627	162703	162305	EL MOCHITO	16	1623
1734	1042	31008	El Palmital	14.83328093	-87.81432471	412391.4	1642306	310	3	310	31008	31005	EL PALMITAL	3	310
1736	3488	160206	El Ocotillo	14.83268417	-88.36724005	352896.3	1642240	1602	3	1602	160206	160204	EL OCOTILLO	16	1602
1737	3083	150301	Catacamas	14.83154489	-85.89861861	618495.9	1642114	1503	3	1503	150301	150300	CATACAMAS	15	1503
1738	785	40801	Dulce Nombre	14.83136405	-88.83150328	302928.3	1642094	408	3	408	40801	40800	DULCE NOMBRE DE COPA	4	408
1739	853	40439	Ostuman	14.8312013	-89.16802816	266700.6	1642076	404	3	404	40439	40447	EL OSTUMAN	4	404
1740	851	40427	Hacienda Grande	14.83111088	-89.19244651	264071.5	1642066	404	3	404	40427	40422	HACIENDA GRANDE	4	404
1742	2820	151506	Jimasque	14.83074921	-86.41143159	563320.4	1642026	1515	3	1515	151506	151503	JIMASQUE	15	1515
1743	3088	151905	El Ocotal	14.83050508	-86.2035251	585689.2	1641999	1519	3	1519	151905	151903	EL OCOTAL	15	1519
1746	3264	160502	El Eden	14.82951047	-88.18542827	372459.1	1641889	1605	3	1605	160502	160501	EL EDEN	16	1605
1747	841	42103	Buena Vista	14.82950143	-89.1063445	273339.8	1641888	421	3	421	42103	42103	BUENA VISTA	4	421
1748	640	31106	Las Huertas	14.82935676	-87.40444167	456488.8	1641872	311	3	311	31106	31104	LAS HUERTAS	3	311
1749	3479	131106	San Bartolo	14.82929347	-88.43549887	345548.2	1641865	1311	3	1311	131106	131105	SAN BARTOLO	13	1311
1750	665	40408	Carrizalon	14.82852491	-89.203212	262909.6	1641780	404	3	404	40408	40410	EL CARRIZALON	4	404
1751	661	30614	San Andres	14.82846162	-87.51682389	444397.8	1641773	306	3	306	30614	30607	SAN ANDRES	3	306
1752	3124	131333	Ocotillo Tierra Colorada	14.82762977	-88.5701348	331057.1	1641681	1313	3	1313	131333	131325	TIERRA COLORADA	13	1313
1755	849	40401	Copan Ruinas	14.82612882	-89.15594135	267996.5	1641515	404	3	404	40401	40400	COPAN RUINAS	4	404
1756	724	40103	Conal Trincheras	14.82596607	-88.79835087	306492	1641497	401	3	401	40103	40116	TRINCHERAS	4	401
1757	3491	160201	Arada	14.82569481	-88.30111548	360007.6	1641467	1602	3	1602	160201	160200	LA ARADA	16	1602
1759	3496	160302	Berlin	14.82488104	-88.49546287	339091.6	1641377	1603	3	1603	160302	160301	BERLIN	16	1603
1760	3317	40117	Las Sandias	14.82408536	-88.73843936	312939.2	1641289	401	3	401	40117	40110	LAS SANDIAS	4	401
1761	839	42131	Tierra Fria No.2	14.82310884	-89.0534504	279027.8	1641181	421	3	421	42131	42130	TIERRA FRIA NO. 2	4	421
1762	2004	31502	El Chorro	14.82301842	-87.24853347	473261.3	1641171	315	3	315	31502	31503	EL CHORRO	3	315
1764	723	41808	La Cebratana	14.82187914	-88.76385467	310201.6	1641045	418	3	418	41808	41806	LA CEBRANTANA	4	418
1765	725	40115	Inchuma	14.82092975	-88.78413462	308017.8	1640940	401	3	401	40115	40109	INCHUMA	4	401
1766	3321	41815	Santa Elena	14.81974527	-88.68526486	318659.1	1640809	418	3	418	41815	41813	LOS POZOS	4	418
1767	3119	41812	Las Sandias	14.81972718	-88.72828656	314028.3	1640807	418	3	418	41812	41810	LA MAJADA	4	418
1769	779	40807	San Jeronimo	14.8193203	-88.80843675	305400.4	1640762	408	3	408	40807	40805	SAN JERONIMO	4	408
1770	3320	41814	Los Pozos	14.8191485	-88.6982176	317264.4	1640743	418	3	418	41814	41812	LOS LINDEROS	4	418
1771	645	31503	Minas de Plata	14.81878683	-87.3334424	464125.5	1640703	315	3	315	31503	31502	MINAS DE PLATA	3	315
1773	817	40201	Cabañas	14.81838899	-89.09454428	274598.7	1640659	402	3	402	40201	40200	CABANAS	4	402
1774	3489	160207	El Palmo	14.81730396	-88.35186198	354540.9	1640539	1602	3	1602	160207	160205	EL PALMO	16	1602
1775	646	31501	San Jose del Potrero	14.81618277	-87.28480964	469357.5	1640415	315	3	315	31501	31500	SN. JOSE DEL POTRERO	3	315
1776	934	40301	Concepcion	14.81581205	-88.84165963	301820.9	1640374	403	3	403	40301	40300	CONCEPCION	4	403
1777	816	40205	El Llano	14.81565834	-89.08300184	275838.6	1640357	402	3	402	40205	40204	EL LLANO	4	402
1778	719	42129	San Jeronimo	14.81549559	-89.02312753	282284.7	1640339	421	3	421	42129	42128	SAN JERONIMO	4	421
1779	2429	41802	La Colatina	14.81535996	-88.75075324	311606.2	1640324	418	3	418	41802	41807	LA COLATINA	4	418
1780	675	41403	El Descombro	14.81510679	-88.91882764	293513	1640296	414	3	414	41403	41403	EL DESCOMBRO	4	414
1782	3271	162702	El Carreto	14.81469086	-88.10095689	381540.6	1640250	1627	3	1627	162702	162304	EL CARRETO	16	1623
1783	2453	131331	Nueva Eden	14.81467278	-88.61756615	325941.8	1640248	1313	3	1313	131331	131319	MISIORA	13	1313
1788	2939	151502	Amacuapa	14.8131447	-86.34429812	570548.9	1640079	1515	3	1515	151502	151501	AMACUAPA	15	1515
1789	957	41804	El Coyolar	14.81254794	-88.76576059	309988.3	1640013	418	0	401	41804	41802	EL COYOLAR	4	418
1790	2665	131303	Arenales	14.8121501	-88.60560817	327226.9	1639969	1313	3	1313	131303	131302	ARENALES	13	1313
1791	2685	41816	Torihuaque	14.81133633	-88.72835096	314014.2	1639879	418	3	418	41816	41814	SANTA ELENA	4	418
1792	933	40311	San Juan	14.81116453	-88.85399918	300488.3	1639860	403	3	403	40311	40307	SAN JUAN	4	403
1794	2440	160102	Agua Blanquita	14.81065819	-88.25327719	365146.3	1639804	1601	3	1601	160102	160101	AGUA BLANQUITA	16	1601
1795	799	40440	San Antonio Tapesco	14.81035981	-89.19427706	263851.9	1639771	404	3	404	40440	40433	SAN ANTONIA DE TAPES	4	404
1796	2684	41805	El Limon	14.81024226	-88.71148484	315828.8	1639758	418	3	418	41805	41803	EL LIMON	4	418
1797	798	40430	La Estanzuela	14.80955508	-89.17112822	266343.6	1639682	404	3	404	40430	40421	ESTANZUELAS	4	404
1800	537	31025	Santa Ana	14.8091934	-87.72941898	421517.8	1639642	310	3	310	31025	31017	SANTA ANA	3	310
1801	2838	151104	El Coyolar	14.8084791	-86.89198999	511621.1	1639563	1511	3	1511	151104	151103	EL COYOLAR	15	1511
1802	797	40431	La Laguna	14.80839772	-89.15824835	267729.2	1639554	404	3	404	40431	40425	LA LAGUNA	4	404
1803	530	31507	Terreritos	14.80783712	-87.31696482	465896.6	1639492	315	3	315	31507	31506	TERRERITOS	3	315
1804	944	42108	El Planon	14.80658934	-88.98542418	286335.1	1639354	421	3	421	42108	42108	EL PLANON	4	421
1805	599	32121	San Antonio de Yure	14.80646276	-87.91154346	401919.2	1639340	321	3	321	32121	31833	SAN ANTONIO DE YURE	3	318
1806	627	31010	Jicarito	14.80618246	-87.77806142	416282.6	1639309	310	3	310	31010	31006	JICARITO	3	310
1808	581	51011	El Cacao	14.80603779	-87.95889911	396823.1	1639293	510	3	510	51011	51012	EL CACAO	5	510
1809	720	42115	La Libertad	14.80528731	-89.00715861	283993.8	1639210	421	3	421	42115	42115	LA LIBERTAD	4	421
1811	674	40202	Barbasqueadero	14.80503414	-89.11401986	272487.9	1639182	402	3	402	40202	40201	BARBASQUEADERO	4	402
1812	2656	131344	Yuena	14.80479001	-88.56103086	332019.3	1639155	1313	3	1313	131344	131326	YUENA	13	1313
1813	598	32102	Buena Vista de Varsovia	14.80442834	-87.93737926	399138.1	1639115	321	3	321	32102	31804	BNA.VSTA.DE VARSOVIA	3	318
1815	796	40404	Barbasqueadero	14.80431983	-89.12239753	271585.1	1639103	404	3	404	40404	40403	BARBASQUEADERO	4	404
1816	943	41401	San Agustin	14.80381349	-88.93563229	291693.1	1639047	414	3	414	41401	41400	SAN AGUSTIN	4	414
1817	3079	152001	Santa Maria del Real	14.80365978	-85.93186823	614932.9	1639030	1520	3	1520	152001	152000	SANTA MARIA DEL REAL	15	1520
1818	2832	81404	Guatemalita	14.80349702	-86.99124032	500942.5	1639012	814	3	814	81404	81403	GUATEMALITA	8	814
1819	2886	151601	Salama	14.80346086	-86.57418509	545816.1	1639008	1516	3	1516	151601	151600	SALAMA	15	1516
1821	420	31208	El Pinabetoso	14.80322577	-87.57624041	437998.1	1638982	312	3	312	31208	31203	EL PINABETOSO	3	312
1824	2894	152104	Panuaya	14.80120943	-86.52133909	551502.8	1638759	1521	3	1521	152104	151915	PANUAYA	15	1519
1825	526	31107	Minas de San Antonio	14.80078446	-87.39510972	457487.2	1638712	311	3	311	31107	31107	MINAS DE SAN ANTONIO	3	311
1828	2666	131307	Consolacion	14.80026003	-88.63345738	324219.7	1638654	1313	3	1313	131307	131305	CONSOLACION	13	1313
1829	721	42111	El Tamarindo	14.79880429	-89.02454036	282115.9	1638493	421	3	421	42111	42111	EL TAMARINDO	4	421
1830	813	40214	Mirasolito de La Esperanza	14.79760172	-89.06824822	277408.6	1638360	402	3	402	40214	40213	MIRASOLITO DE LA ESP	4	402
1832	626	31021	Potrerillos	14.79718579	-87.79301222	414670.3	1638314	310	3	310	31021	31015	POTRERILLOS	3	310
1833	424	31211	La Candelaria	14.79702304	-87.61252264	434092.2	1638296	312	3	312	31211	31201	CANDELARIA	3	312
1834	2893	152105	Parumble Nuevo	14.79680603	-86.50365124	553407.1	1638272	1521	3	1521	152105	152104	PARUMBLE	15	1521
1835	3401	160504	San Juan	14.7962816	-88.21163277	369619.4	1638214	1605	3	1605	160504	160503	SAN JUAN	16	1605
1837	2844	151115	Vallecito	14.79556729	-86.81917728	519456.4	1638135	1511	3	1511	151115	151113	VALLECITOS	15	1511
1838	2658	131317	La Laguna del Pedernal	14.79542262	-88.52578668	335805.8	1638119	1313	3	1313	131317	131312	LA LAGUNA DEL PEDERN	13	1313
1839	431	31104	El Zompopero	14.79462694	-87.44332691	452297.7	1638031	311	3	311	31104	31103	EL SOMPOPERO	3	311
1840	3080	150312	Las Mesetas	14.79442802	-85.75794532	633655.9	1638009	1503	3	1503	150312	150309	LA MESETA	15	1503
1841	2492	131101	La Union	14.79435568	-88.40846698	348433	1638001	1311	3	1311	131101	131100	LA UNION	13	1311
1843	940	40104	El Callejon	14.79381317	-88.80459321	305791.4	1637941	401	3	401	40104	40101	CALLEJON	4	401
1844	2657	131341	San Isidro El Belloto	14.79362329	-88.54315308	333935.1	1637920	1313	3	1313	131341	131324	SAN ISIDRO EL BELIOT	13	1313
1845	795	40444	San Rafael	14.79327066	-89.13057291	270693.2	1637881	404	3	404	40444	40437	SAN RAFAEL	4	404
1846	2662	131318	La Libertad	14.79301748	-88.58713756	329200	1637853	1313	3	1313	131318	131313	LA LIBERTAD	13	1313
1847	793	40436	Monte de Los Negros	14.79278239	-89.18907907	264392.6	1637827	404	3	404	40436	40431	MONTE DE LOS NEGROS	4	404
1848	561	30607	El Pinabetoso	14.79248401	-87.57926201	437669.9	1637794	306	3	306	30607	30605	PINABETOSO	3	306
1850	794	40443	San Isidro	14.79223988	-89.147915	268824.7	1637767	404	3	404	40443	40436	SAN ISIDRO	4	404
1851	3399	160503	La Libertad	14.79121815	-88.17523248	373534	1637654	1605	3	1605	160503	160502	LA LIBERTAD	16	1605
1852	2887	151602	Cofradia	14.79090168	-86.58114428	545069.9	1637619	1516	3	1516	151602	151601	COFRADIA	15	1516
1853	939	40112	El Rosario	14.7904948	-88.76393785	310165.3	1637574	401	3	401	40112	40107	EL ROSARIO	4	401
1856	2490	131104	Gualciras	14.78999749	-88.43992136	345044.3	1637519	1311	3	1311	131104	131103	GUALCIRA	13	1311
1857	2815	151114	Tabloncitos	14.78969911	-86.90791533	509908.5	1637486	1511	3	1511	151114	151112	TABLONCITOS	15	1511
1858	3402	160705	Nueva Esperanza	14.7895454	-88.16126773	375036	1637469	1607	3	1607	160705	160804	NUEVA ESPERANZA	16	1608
1859	941	40113	El Salitrillo	14.78913851	-88.79880213	306410.7	1637424	401	3	401	40113	40115	SALITRILLO	4	401
1860	815	40219	Pueblo Viejo	14.78855983	-89.11250063	272634.3	1637360	402	3	402	40219	40218	PUEBLO VIEJO	4	402
1861	2895	152101	Silca	14.78828858	-86.54712798	548730.8	1637330	1521	3	1521	152101	151911	SILCA	15	1519
1862	545	31217	Portillo Grande	14.78827049	-87.62737221	432491.6	1637328	312	3	312	31217	31205	PORTILLO GRANDE	3	312
1863	935	40118	Oromilaca	14.78812582	-88.86637487	299134.8	1637312	401	3	401	40118	40111	OROMILACA	4	401
1864	2456	131311	El Chaguite	14.78759235	-88.5610601	332002.9	1637253	1313	3	1313	131311	131308	EL CHAGUITE	13	1313
1865	2663	131325	Las Tejeras	14.78745672	-88.59658454	328178.7	1637238	1313	3	1313	131325	131316	LAS TEJERAS	13	1313
1866	792	40416	El Chilar o Agua Zarca	14.78673337	-89.18999437	264287.5	1637158	404	3	404	40416	40413	EL CHILAR O AGUA ZAR	4	404
1867	1881	81903	El Naranjal	14.78624511	-87.02132454	497705.4	1637104	819	3	819	81903	81901	EL NARANJAL	8	819
1868	3412	162308	La Boquita	14.78589247	-88.11519835	379992.2	1637065	1623	3	1623	162308	162310	LA BOQUITA	16	1623
1869	814	40217	Pinalito	14.78582014	-89.0986352	274124.5	1637057	402	3	402	40217	40216	PINALITO	4	402
1870	2664	131309	El Barrio	14.78527763	-88.60697554	327058.4	1636997	1313	3	1313	131309	131306	EL BARRIO	13	1313
1872	2799	151607	Sabana Grande	14.78299907	-86.56635951	546662.5	1636745	1516	3	1516	151607	151606	SABANA GRANDE	15	1516
1873	3403	160701	Concepcion del Sur	14.78264643	-88.16124123	375034.9	1636706	1607	3	1607	160701	160800	CONCEPCION DEL SUR	16	1608
1874	2800	151606	Pozo Zarco	14.78231188	-86.57939326	545260.1	1636669	1516	3	1516	151606	151605	POZO ZARCO	15	1516
1875	1873	81907	Yoculateca	14.78198638	-87.1372666	485229.3	1636633	819	3	819	81907	81905	YOCULATECA	8	819
1876	3400	160501	Ceguaca	14.78171512	-88.2037967	370454.1	1636603	1605	3	1605	160501	160500	CEGUACA	16	1605
1877	2845	151107	El Rodeo	14.78163374	-86.80435796	521052.3	1636594	1511	3	1511	151107	151105	EL RODEO	15	1511
1880	562	30622	Zacatalitos	14.77988866	-87.56360028	439351.7	1636401	306	3	306	30622	30611	ZACATALITOS	3	306
1881	2489	131105	Las Peñas	14.77940944	-88.39533092	349836.6	1636348	1311	3	1311	131105	131104	LAS PENAS	13	1311
1882	518	31611	El Plan Grande	14.77888501	-87.46747739	449695.4	1636290	316	3	316	31611	31602	PLAN GRANDE	3	316
1883	812	40212	Lomas de La Esperanza	14.77883075	-89.05517033	278797.7	1636284	402	3	402	40212	40212	LOMAS DE LA ESPERANZ	4	402
1885	3413	162307	Horconcitos	14.77725746	-88.04515613	387526	1636110	1623	3	1623	162307	162309	HORCONCITOS	16	1623
1886	2430	41809	La Laguna Negra	14.77703142	-88.73689664	313064.9	1636085	418	3	418	41809	41808	LAGUNA NEGRA	4	418
1887	2444	160905	Nueva York	14.7767692	-88.36487328	353113.3	1636056	1609	3	1609	160905	161003	NUEVA YORK	16	1610
1888	2839	151112	Santa Cruz de Guayape	14.77564801	-86.89027964	511806.9	1635932	1511	3	1511	151112	151110	SANTA CRUZ D GUAYAPE	15	1511
1892	2443	160904	Nejapa	14.77513262	-88.31656444	358312.2	1635875	1609	3	1609	160904	161002	MEJAPA	16	1610
1893	2805	150302	Bacadia	14.77496082	-85.71245952	638563.8	1635856	1503	3	1503	150302	150301	BACADIA	15	1503
1894	672	40211	Las Peñas No.1	14.77489753	-89.02880501	281632.8	1635849	402	3	402	40211	40209	LAS PENAS NO. 1	4	402
